Bases loaded: CBASE=e660, FBASE=ee60, BBASE=fc60, DPBASE=fd04
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=00a9 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=00a9 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=00aa SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=00aa SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=00ab SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=00ab SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=00ac SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=00ac SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0005, DE=00ad SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0005, DE=00ad SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00ae SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00ae SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00af SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00af SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0080, DE=00b0 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0080, DE=00b0 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0065, DE=00b1 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0065, DE=00b1 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00b2 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00b2 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0066, DE=00b3 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0066, DE=00b3 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00b4 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00b4 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0067, DE=00b5 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0067, DE=00b5 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00b6 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00b6 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0068, DE=00b7 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0068, DE=00b7 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00b8 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00b8 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0069, DE=00b9 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0069, DE=00b9 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00ba SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00ba SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=006a, DE=00bb SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=006a, DE=00bb SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00bc SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00bc SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=006b, DE=00bd SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=006b, DE=00bd SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00be SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00be SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=006c, DE=00bf SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=006c, DE=00bf SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00c0 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00c0 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=00e5, DE=00c1 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=00e5, DE=00c1 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0050, DE=00c2 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0050, DE=00c2 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0041, DE=00c3 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0041, DE=00c3 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0044, DE=00c4 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0044, DE=00c4 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0044, DE=00c5 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0044, DE=00c5 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0049, DE=00c6 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0049, DE=00c6 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=004e, DE=00c7 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=004e, DE=00c7 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0047, DE=00c8 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0047, DE=00c8 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=00c9 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=00c9 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=00ca SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=00ca SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=00cb SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=00cb SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=00cc SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=00cc SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0006, DE=00cd SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0006, DE=00cd SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00ce SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00ce SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00cf SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00cf SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0080, DE=00d0 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0080, DE=00d0 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=006d, DE=00d1 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=006d, DE=00d1 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00d2 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00d2 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=006e, DE=00d3 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=006e, DE=00d3 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00d4 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00d4 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=006f, DE=00d5 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=006f, DE=00d5 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00d6 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00d6 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0070, DE=00d7 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0070, DE=00d7 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00d8 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00d8 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0071, DE=00d9 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0071, DE=00d9 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00da SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00da SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0072, DE=00db SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0072, DE=00db SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00dc SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00dc SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0073, DE=00dd SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0073, DE=00dd SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00de SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00de SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0074, DE=00df SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0074, DE=00df SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00e0 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00e0 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=00e5, DE=00e1 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=00e5, DE=00e1 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0050, DE=00e2 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0050, DE=00e2 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0041, DE=00e3 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0041, DE=00e3 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0044, DE=00e4 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0044, DE=00e4 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0044, DE=00e5 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0044, DE=00e5 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0049, DE=00e6 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0049, DE=00e6 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=004e, DE=00e7 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=004e, DE=00e7 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0047, DE=00e8 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0047, DE=00e8 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=00e9 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=00e9 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=00ea SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=00ea SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=00eb SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=00eb SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=00ec SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=00ec SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0007, DE=00ed SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0007, DE=00ed SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00ee SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00ee SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00ef SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00ef SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0080, DE=00f0 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0080, DE=00f0 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0075, DE=00f1 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0075, DE=00f1 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00f2 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00f2 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0076, DE=00f3 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0076, DE=00f3 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00f4 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00f4 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0077, DE=00f5 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0077, DE=00f5 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00f6 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00f6 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0078, DE=00f7 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0078, DE=00f7 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00f8 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00f8 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0079, DE=00f9 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0079, DE=00f9 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00fa SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00fa SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=007a, DE=00fb SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=007a, DE=00fb SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00fc SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00fc SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=007b, DE=00fd SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=007b, DE=00fd SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00fe SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00fe SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=007c, DE=00ff SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=007c, DE=00ff SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0100 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0100 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0021, DE=0101 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0021, DE=0101 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0033, DE=0102 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0033, DE=0102 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=00fd, DE=0103 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=00fd, DE=0103 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=003e, DE=0104 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=003e, DE=0104 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0001, DE=0105 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0001, DE=0105 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=00ae, DE=0106 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=00ae, DE=0106 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0077, DE=0107 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0077, DE=0107 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0011, DE=0108 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0011, DE=0108 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0015, DE=0109 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0015, DE=0109 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=010a SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=010a SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0028, DE=010b SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0028, DE=010b SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0003, DE=010c SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0003, DE=010c SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0011, DE=010d SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0011, DE=010d SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=002f, DE=010e SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=002f, DE=010e SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=010f SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=010f SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=000e, DE=0110 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=000e, DE=0110 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0111 SP=eee5 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0111 SP=eee9 HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0111 SP=eee5 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0111 SP=eee9 HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=00cd, DE=0112 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=00cd, DE=0112 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0005, DE=0113 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0005, DE=0113 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0114 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0114 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=00c7, DE=0115 SP=eee7 HL=ee86
